# gen=50 OSA snapshot
# x0..xd fitness
0.300022 0.187714 89.997889
0.315128 0.185616 89.936683
0.345080 0.174468 89.797247
0.323543 0.151983 89.747503
0.142886 0.090494 89.102702
0.268315 0.094200 89.378230
0.333820 0.122584 89.554054
0.181967 0.190169 89.520759
0.145855 0.157724 89.345256
0.116969 0.127544 89.161090
0.241953 0.179140 89.757831
0.190784 0.172985 89.546851
0.351498 0.185434 89.790642
0.348838 0.177403 89.790442
0.224179 0.140507 89.564857
0.277146 0.175817 89.878100
0.244766 0.185413 89.775542
0.445859 0.194610 89.399226
0.294753 0.187714 89.978635
0.495397 0.198850 89.179790
0.485271 0.182556 89.248507
0.090803 0.120436 89.045792
0.418211 0.193427 89.513679
0.360340 0.191827 89.749184
0.449263 0.141022 89.322754
0.195395 0.131219 89.438449
0.456891 0.083008 89.068479
0.517761 0.186822 89.117690
0.060289 0.174896 89.025045
0.081288 0.170094 89.106247
0.320698 0.189552 89.913046
0.335329 0.089968 89.348277
0.207418 0.074892 89.176111
0.252616 0.043128 89.041133
0.281201 0.158292 89.792615
0.514758 0.153630 89.101729
0.377676 0.185157 89.684708
0.222822 0.176720 89.678796
0.466719 0.188055 89.324491
0.156930 0.146219 89.360048
0.311655 0.177890 89.918976
0.394328 0.143057 89.519245
0.343982 0.065044 89.182951
0.275331 0.062549 89.180325
0.170038 0.084316 89.145921
0.257920 0.179928 89.821570
0.066257 0.193268 89.049471
0.152930 0.176686 89.399590
0.234112 0.187899 89.733016
0.477938 0.141609 89.218731
0.259253 0.118945 89.522586
0.272150 0.149737 89.727220
0.357497 0.107860 89.430369
0.204880 0.137026 89.492139
0.365466 0.169544 89.708896
0.503728 0.181200 89.173374
0.370322 0.126284 89.508586
0.387541 0.135179 89.506788
0.408437 0.119319 89.374278
0.210930 0.044880 89.004212
0.302242 0.195670 89.868152
0.211557 0.160627 89.599996
0.101876 0.107150 89.041149
0.218410 0.100958 89.345777
0.460924 0.127012 89.237331
0.521536 0.112673 88.978037
0.394453 0.197474 89.578700
0.114521 0.196711 89.232370
0.158273 0.125781 89.298096
0.434866 0.151614 89.404717
0.340863 0.190374 89.830986
0.048987 0.157543 88.963941
0.434688 0.175495 89.448259
0.382216 0.148664 89.580307
0.447761 0.168264 89.387745
0.362135 0.180493 89.743533
0.069605 0.138085 89.011929
0.421576 0.136552 89.404960
0.286368 0.172641 89.885875
0.424420 0.102210 89.249162
0.402407 0.188026 89.585052
0.334855 0.111399 89.483443
0.416122 0.162669 89.501580
0.401588 0.168931 89.570152
0.115631 0.145891 89.204583
0.176491 0.173434 89.490697
0.359127 0.151479 89.662976
0.244795 0.066454 89.180639
0.334572 0.182019 89.854579
0.115400 0.188451 89.252003
0.314672 0.168968 89.862776
0.297073 0.138051 89.675676
0.265377 0.184531 89.857837
0.305571 0.128980 89.616429
0.299624 0.072736 89.252482
0.178611 0.160160 89.476002
0.371196 0.193272 89.700270
0.228854 0.195762 89.682258
0.379366 0.158006 89.624067
0.500297 0.141052 89.133172
0.251964 0.137298 89.617755
0.271017 0.163010 89.799671
0.205759 0.095170 89.287046
0.318478 0.194186 89.875626
0.545854 0.183251 89.003402
0.311225 0.087884 89.349092
0.163083 0.186566 89.445196
0.041190 0.181457 88.950527
0.275420 0.106505 89.462093
0.380733 0.073313 89.187472
0.257284 0.171587 89.796680
0.357359 0.122899 89.517954
0.082745 0.106935 88.974668
0.148882 0.190455 89.386718
0.285981 0.188653 89.941915
0.278280 0.190938 89.902427
0.300466 0.101704 89.440270
0.233714 0.169594 89.705998
0.312012 0.143650 89.708107
0.404731 0.087838 89.224074
