# Final mediating pop (post Phase 4)
# x0..x(D-1) f0 f1 consensus
0.643931 0.279793 0.881918 88.495929 88.181350 88.181350
0.678156 0.674433 0.133501 87.615876 87.247646 87.247646
0.638468 0.277711 0.891709 87.308377 87.439224 87.308377
0.677483 0.678976 0.136089 89.782029 89.203890 89.203890
0.638571 0.286156 0.948269 72.658114 74.298584 72.658114
0.642056 0.279954 0.893288 89.570238 89.286547 89.286547
0.641526 0.280446 0.904380 88.797325 89.602731 88.797325
0.676074 0.688642 0.142637 88.495960 89.072163 88.495960
0.642955 0.280253 0.900692 89.352332 89.950028 89.352332
0.643993 0.286210 0.932441 82.148877 81.827040 81.827040
0.656025 0.279578 0.860729 76.123388 84.718773 76.123388
0.673178 0.684192 0.142411 89.668563 89.020208 89.020208
0.676221 0.680679 0.138769 89.960879 89.828254 89.828254
0.644918 0.283171 0.907710 88.871928 89.287908 88.871928
0.686441 0.646383 0.085447 54.456739 36.925174 36.925174
0.641659 0.280127 0.900024 89.401998 89.627081 89.401998
0.656640 0.296514 0.959865 51.930150 56.612643 51.930150
0.674942 0.681696 0.140906 89.838566 89.756535 89.756535
0.671318 0.695624 0.146931 85.401428 85.454540 85.401428
0.677748 0.679333 0.136223 89.761303 89.275945 89.275945
0.643581 0.280328 0.901460 89.259481 89.954683 89.259481
0.676971 0.678190 0.132708 88.284383 88.649182 88.284383
0.679108 0.670530 0.128962 86.080613 85.706912 85.706912
0.674811 0.695471 0.153892 81.936084 79.276945 79.276945
0.657708 0.719694 0.182956 51.911606 51.388714 51.388714
0.641669 0.278711 0.875033 86.307999 83.287627 83.287627
0.672102 0.741910 0.164933 49.141862 48.791884 48.791884
0.644122 0.281397 0.904902 89.800304 89.734317 89.734317
0.645262 0.279931 0.882348 88.269826 88.709687 88.269826
0.648050 0.279126 0.881389 87.535492 86.926270 86.926270
0.637902 0.282779 0.925003 85.499862 84.029631 84.029631
0.482578 0.630892 0.967466 10.806519 9.006290 9.006290
0.440736 0.747336 0.963285 17.443609 9.006290 9.006290
0.427576 0.685535 0.972762 49.964819 9.006290 9.006290
0.835856 0.313672 0.937524 13.727788 9.006290 9.006290
0.479981 0.708866 0.962042 17.149274 9.006290 9.006290
0.686007 0.288350 0.916402 80.630033 44.315384 44.315384
0.507763 0.262409 0.821257 9.549508 9.006290 9.006290
0.533321 0.262137 0.880623 24.813770 11.798372 11.798372
0.651085 0.276546 0.857169 78.223748 83.202302 78.223748
