# x0_norm x1_norm x0_plot x1_plot f_party0 f_party1 consensus
0.5001664207 0.7423760910 0.0011649448 1.6966326369 87.9982997868 89.9978702854 87.9982997868
0.4999482441 0.7422564252 -0.0003622914 1.6957949761 87.9975085415 89.9969143432 87.9975085415
0.5003639895 0.7411867474 0.0025479268 1.6883072318 87.9802966766 89.9754947765 87.9802966766
0.4980057381 0.7433213752 -0.0139598333 1.7032496267 87.9828276380 89.9750593055 87.9828276380
0.4994525355 0.7445463129 -0.0038322515 1.7118241906 87.9792034537 89.9739868135 87.9792034537
0.5024240131 0.7433880546 0.0169680920 1.7037163822 87.9748814057 89.9634651304 87.9748814057
0.4986336425 0.7403454148 -0.0095645028 1.6824179033 87.9492754050 89.9355005674 87.9492754050
0.4978703198 0.7406933256 -0.0149077611 1.6848532795 87.9499288761 89.9338340787 87.9499288761
0.5030926114 0.7443069890 0.0216482796 1.7101489232 87.9478261424 89.9265687380 87.9478261424
0.5035943905 0.7427247889 0.0251607335 1.6990735224 87.9489172719 89.9248069873 87.9489172719
0.5031670444 0.7414146753 0.0221693111 1.6899027271 87.9461354778 89.9240449326 87.9461354778
0.5040342800 0.7443535606 0.0282399597 1.7104749244 87.9204230280 89.8864448134 87.9204230280
0.4954925026 0.7439030308 -0.0315524820 1.7073212154 87.9123562041 89.8727193708 87.9123562041
0.4981575766 0.7391055711 -0.0128969637 1.6737389976 87.8899143686 89.8606411683 87.8899143686
0.4944812477 0.7436755093 -0.0386312658 1.7057285649 87.8753111445 89.8175054454 87.8753111445
0.5027726783 0.7469265008 0.0194087484 1.7284855058 87.8559366991 89.8146314494 87.8559366991
0.4993090805 0.7380991951 -0.0048364368 1.6666943659 87.8426206275 89.8048375103 87.8426206275
0.4966036400 0.7387797147 -0.0237745203 1.6714580028 87.8403305010 89.7917644796 87.8403305010
0.4951534149 0.7458657111 -0.0339260958 1.7210599778 87.8452250826 89.7867490596 87.8452250826
0.4941063860 0.7440846891 -0.0412552981 1.7085928235 87.8527107737 89.7855940908 87.8527107737
0.5020764011 0.7374303752 0.0145348075 1.6620126265 87.7807943633 89.7248145561 87.7807943633
0.4954993946 0.7382951540 -0.0315042379 1.6680660780 87.7772795223 89.7057163663 87.7772795223
0.4936808306 0.7399727083 -0.0442341858 1.6798089580 87.7855025090 89.6976819108 87.7855025090
0.4982089967 0.7488580480 -0.0125370228 1.7420063357 87.7401531033 89.6755727428 87.7401531033
0.5017528316 0.7367224415 0.0122698211 1.6570570903 87.7295559501 89.6625925891 87.7295559501
0.5006135486 0.7364640327 0.0042948400 1.6552482289 87.7179735441 89.6507617694 87.7179735441
0.4921811619 0.7420117414 -0.0547318670 1.6940821900 87.7542125377 89.6393958125 87.7542125377
0.5040502140 0.7372235922 0.0283514979 1.6605651455 87.7175368609 89.6354047785 87.7175368609
