# gen=300 CA size=200
# x0..x(D-1) consensus
0.703825 0.820715 89.415103
0.702990 0.843872 84.325759
0.710335 0.811855 82.770826
0.701518 0.831445 89.139928
0.699585 0.885869 45.085652
0.704420 0.791441 71.171983
0.563363 0.592597 27.968346
0.884893 0.801392 27.968346
0.773525 0.942885 27.968346
0.703513 0.838228 86.889675
0.889050 0.834043 27.968346
0.846850 0.813131 27.968346
0.756260 0.710992 27.968346
0.812597 0.830609 27.968346
0.560536 0.649191 27.968346
0.772577 0.555747 27.968346
0.264582 0.257788 27.658837
0.702901 0.805742 81.295342
0.504196 0.805830 27.968346
0.700312 0.852961 76.169987
0.534162 0.873226 27.968346
0.439880 0.760629 27.968346
0.474983 0.584080 27.968346
0.703843 0.826557 89.954826
0.494138 0.776758 27.968346
0.912153 0.362789 46.965241
0.706240 0.822727 89.240083
0.584542 0.672748 27.968346
0.663942 0.592981 27.968346
0.500770 0.857318 27.968346
0.618095 0.836008 27.968346
0.711897 0.604353 27.968346
0.697508 0.835656 85.726158
0.485019 0.937473 27.968346
0.906141 0.761893 27.968346
0.788399 0.859833 33.512236
0.729248 0.660454 27.968346
0.481246 0.977267 27.968346
0.746317 0.632824 27.968346
0.939757 0.343876 52.041145
0.633850 0.959146 27.968346
0.657647 0.759176 27.968346
0.572192 0.809243 27.968346
0.894336 0.850981 27.968346
0.517861 0.692435 27.968346
0.693256 0.832940 83.531971
0.742587 0.580502 27.968346
0.673951 0.655908 27.968346
0.797208 0.873658 32.978321
0.770756 0.524677 27.968346
0.658431 0.898874 27.968346
0.616734 0.689495 27.968346
0.554288 0.684812 27.968346
0.605593 0.579182 27.968346
0.622937 0.918818 27.968346
0.452472 0.645890 27.968346
0.767947 0.611787 27.968346
0.449336 0.693560 27.968346
0.547543 0.716854 27.968346
0.416306 0.583026 27.968346
0.696162 0.841652 81.664544
0.479555 0.745013 27.968346
0.458744 0.612773 27.968346
0.491069 0.609435 27.968346
0.608032 0.870384 27.968346
0.561288 0.860395 27.968346
0.449787 0.730197 27.968346
0.709875 0.804004 77.736416
0.444104 0.955429 27.968346
0.836848 0.795185 27.968346
0.694771 0.825620 82.547327
0.761892 0.986761 27.968346
0.705555 0.853704 72.499395
0.787522 0.858290 33.279204
0.437105 0.897166 27.968346
0.691766 0.690702 27.968346
0.703846 0.868747 61.927452
0.513257 1.000000 27.968346
0.759288 0.662421 27.968346
0.091588 0.558715 23.096420
0.702132 0.849712 79.961196
0.603059 0.623064 27.968346
0.930783 0.738315 27.968346
0.705648 0.813871 86.566470
0.942537 0.353112 54.967618
0.475498 0.676373 27.968346
0.412946 1.000000 24.971507
0.707251 0.823737 89.074526
0.681088 0.839347 65.896449
0.700304 0.835644 87.404524
0.653036 0.697482 27.968346
0.511908 0.902985 27.968346
0.665367 0.730004 27.968346
0.739109 0.842270 32.307936
0.642577 0.992650 27.968346
0.939881 0.730491 27.968346
0.714223 0.965810 27.968346
0.545052 0.902243 27.968346
0.691877 0.941511 27.968346
0.452792 0.797963 27.968346
0.514599 0.630712 27.968346
0.698963 0.818836 84.229679
0.605730 0.750036 27.968346
0.968242 0.356298 39.628583
0.922132 0.354360 51.088551
0.516648 0.738270 27.968346
0.542915 0.946727 27.968346
0.446287 0.926129 27.968346
0.413250 0.730694 27.968346
0.956079 0.800853 27.968346
0.553270 0.754909 27.968346
0.654981 0.930665 27.968346
0.461278 0.835459 27.968346
0.450239 0.988060 27.968346
0.691865 0.573810 27.968346
0.719163 0.813303 74.332649
0.772576 0.578686 27.968346
0.714422 0.821071 82.632652
0.892250 0.753602 27.968346
0.521677 0.592957 27.968346
0.935549 0.329964 44.945158
0.586361 0.842181 27.968346
0.767324 0.538737 27.968346
0.414138 0.670030 27.968346
0.700997 0.861719 69.023418
0.678359 0.623523 27.968346
0.953201 0.356195 49.482552
0.612101 0.790570 27.968346
0.682172 0.972205 27.968346
0.635236 0.738719 27.968346
0.560815 0.972852 27.968346
0.732048 0.728853 27.968346
0.706304 0.799786 76.874290
0.696834 0.853792 72.738219
0.704681 0.817698 88.427236
0.954786 0.732561 27.968346
0.528675 0.663808 27.968346
0.587897 0.946656 27.968346
0.512813 0.957636 27.968346
0.721988 0.813336 70.995475
0.581621 0.774773 27.968346
0.943486 0.786065 27.968346
0.413018 0.705297 27.968346
0.736765 0.909108 27.968346
0.792646 0.866677 33.873888
0.543316 1.000000 27.968346
0.704971 0.781292 61.297360
0.593896 0.721798 27.968346
0.696772 0.846083 79.192142
0.921073 0.366118 43.794766
0.858897 0.884434 27.968346
0.689172 0.827687 74.741698
0.714078 0.797719 68.638094
0.697674 1.000000 27.968346
0.767249 0.735956 27.968346
0.702273 0.876360 56.413444
0.706933 0.770847 49.593699
0.700668 0.798235 71.128516
0.692691 0.818350 73.543773
0.853419 0.851829 27.968346
0.704221 0.824151 89.882155
0.705907 0.829927 88.141662
0.696262 0.862010 64.505989
0.702824 0.834153 88.667606
0.485910 0.642154 27.968346
0.726661 0.690824 27.968346
0.721207 0.802562 63.560254
0.879691 0.764025 27.968346
0.533642 0.795458 27.968346
0.737105 0.942687 27.968346
0.932765 0.817793 27.968346
0.767372 0.906152 27.968346
0.687132 0.823498 67.543091
0.700775 0.824957 88.927745
0.714503 0.814126 79.986656
0.489557 0.715124 27.968346
0.712075 0.840136 72.067940
0.897071 0.365139 42.731222
0.686984 0.846445 67.778775
0.689205 0.813737 63.132965
0.579348 0.905349 27.968346
0.414651 0.632706 27.968346
0.765103 0.760137 27.968346
0.478394 0.879870 27.968346
0.640800 0.650835 27.968346
0.589114 1.000000 27.968346
0.698904 0.747311 28.307283
0.448362 0.864511 27.968346
0.696276 0.830268 86.900375
0.603126 0.973442 27.968346
0.632700 0.596787 27.968346
0.672656 0.850228 46.707678
0.790457 0.860791 33.440750
0.730394 1.000000 27.968346
0.703358 0.642659 27.968346
0.732378 0.814584 56.149222
0.703557 0.801794 79.390294
0.438565 0.816565 27.968346
0.544690 0.824964 27.968346
0.976328 0.774663 27.968346
