# gen=10 CA size=34
# x0..x(D-1) consensus
0.150995 0.808658 89.216829
0.817326 0.205067 82.803528
0.843830 0.235103 53.914080
0.149936 0.711400 57.526233
0.485740 0.559855 57.200810
0.174512 0.821135 85.747715
0.489876 0.497682 32.434199
0.162424 0.755126 72.148235
0.494470 0.469267 41.724263
0.778552 0.190163 23.925052
0.123077 0.813728 82.112750
0.831481 0.176139 64.428722
0.155210 0.780877 78.753250
0.473946 0.470999 24.779792
0.186209 0.708143 30.513361
0.069584 0.800140 39.283134
0.764296 0.222055 39.094947
0.807921 0.128030 49.809474
0.187249 0.785985 64.501585
0.218982 0.781393 26.598728
0.814388 0.181406 71.393862
0.819818 0.255714 89.551244
0.106234 0.781520 45.104481
0.865755 0.173268 31.667358
0.491809 0.366418 20.696959
0.790363 0.239787 69.252357
0.864891 0.254147 53.151057
0.822249 0.079527 26.796645
0.083380 0.747459 30.917480
0.639767 0.181623 25.261579
0.163697 0.652813 29.160348
0.105729 0.736305 31.970504
0.222898 0.823218 35.130239
0.193322 0.741351 26.417366
