# gen=100 mediating population
# x0..xd fitness
0.316901 0.200000 90.000000
0.464113 0.314758 43.017338
0.494348 0.656868 35.329987
0.979608 0.376974 0.000000
0.334917 0.342230 44.598177
0.316901 0.200000 90.000000
0.347106 0.433883 0.000000
0.235716 0.932967 0.000000
0.316901 0.350000 42.270257
0.266073 0.492699 0.000000
0.316901 0.200000 90.000000
0.638872 0.447911 35.451818
0.124473 0.824758 0.000000
0.857314 0.007291 0.000000
0.202403 0.892583 0.000000
0.395275 0.871138 54.643728
0.257347 0.501687 0.000000
0.520411 0.720391 36.056757
0.468698 0.492229 23.519220
0.422034 0.068044 43.002794
0.179343 0.208400 62.246750
0.316901 0.200000 90.000000
0.125814 0.740945 0.000000
0.250178 0.602774 0.000000
0.679569 0.366541 0.000000
0.626124 0.917963 20.303722
0.779413 0.469477 21.296916
0.965393 0.643980 0.000000
0.316901 0.200000 90.000000
0.879665 0.043900 0.000000
0.039058 0.098234 25.488171
0.000187 0.531570 0.000000
0.990611 0.088817 0.000000
0.316901 0.200000 90.000000
0.498525 0.313024 38.777747
0.312082 0.859084 0.000000
0.437723 0.879925 57.050005
0.095903 0.302335 34.954910
0.932254 0.640717 0.000000
0.087106 0.309104 32.252284
0.362374 0.074203 48.943160
0.230481 0.273341 60.917304
0.476099 0.023298 25.320382
0.316901 0.200000 90.000000
0.543862 0.198814 44.420563
0.316901 0.200000 90.000000
0.542527 0.319604 30.827625
0.824763 0.004981 0.000000
0.103202 0.040605 23.561210
0.102168 0.242639 44.793439
0.420303 0.797361 52.451544
0.872572 0.034787 0.000274
0.992579 0.009450 0.000000
0.500596 0.919501 44.415558
0.587502 0.847254 27.818148
0.730894 0.274293 0.000000
0.411499 0.036777 34.697413
0.316901 0.200000 90.000000
0.450211 0.231057 61.463159
0.819981 0.032721 0.000000
0.218594 0.093617 50.812800
0.681718 0.974414 17.881314
0.049741 0.834028 0.000000
0.447127 0.288997 51.453020
0.367398 0.722834 42.108184
0.941044 0.871920 0.000000
0.957616 0.176496 0.000000
0.316901 0.200000 90.000000
0.304300 0.542048 0.000000
0.927494 0.854717 0.000000
0.431237 0.376140 29.431838
0.460040 0.171620 59.870009
0.207635 0.920048 0.000000
0.346084 0.948460 0.000000
0.195770 0.427072 0.000000
0.252150 0.411957 0.000000
0.086848 0.705485 0.000000
0.316901 0.200000 90.000000
0.499301 0.716730 38.928382
0.965535 0.711932 0.000000
0.488662 0.076030 37.599562
0.248020 0.100000 55.303561
0.435787 0.907666 56.395694
0.792431 0.431296 18.054128
0.447197 0.172945 62.454350
0.340591 0.228951 79.632004
0.205092 0.147171 61.951274
0.509749 0.776442 40.605194
0.173417 0.523887 0.000000
0.586733 0.810975 27.491098
0.335935 0.622887 0.000000
0.316901 0.200000 90.000000
0.053189 0.697854 0.000000
0.463832 0.581705 31.639798
0.256079 0.419546 0.000000
0.316901 0.200000 90.000000
0.988059 0.853938 0.000000
0.316901 0.200000 90.000000
