# gen=50 mediating population
# x0..xd fitness
0.316888 0.200031 89.989657
0.221266 0.144752 63.963698
0.384174 0.719133 43.546323
0.924894 0.138955 0.000000
0.316888 0.200031 89.989657
0.536832 0.790596 36.349365
0.850787 0.465028 0.000000
0.177616 0.261154 55.925954
0.170917 0.941577 0.000000
0.843556 0.206050 0.000000
0.966622 0.241710 0.000000
0.430325 0.267749 58.638490
0.974057 0.608013 0.000000
0.880922 0.010626 0.000000
0.513186 0.555572 25.571361
0.422498 0.880111 59.987476
0.736335 0.539359 30.650153
0.313040 0.268907 68.060121
0.261082 0.316857 51.163269
0.840717 0.273114 0.000000
0.989155 0.194098 0.000000
0.316888 0.071550 49.127615
0.352199 0.416509 15.580084
0.316888 0.200031 89.989657
0.442517 0.240177 61.719492
0.666055 0.569401 44.730986
0.975115 0.295438 0.000000
0.916048 0.552677 0.000000
0.621999 0.247885 26.864569
0.246657 0.716679 0.000000
0.152724 0.244100 54.168032
0.280824 0.511143 0.000000
0.717349 0.152712 0.000000
0.621154 0.906414 21.345212
0.326221 0.962278 0.000000
0.138392 0.642980 0.000000
0.316888 0.200031 89.989657
0.325224 0.266044 68.918366
0.428569 0.876895 58.794327
0.118408 0.182723 49.761624
0.137460 0.698678 0.000000
0.444972 0.109671 51.430664
0.586186 0.541862 15.713763
0.289340 0.201401 84.447309
0.005113 0.968471 0.000000
0.047393 0.406681 0.000000
0.737950 0.033044 0.000000
0.107824 0.305774 36.188490
0.290053 0.089682 54.485409
0.521564 0.601176 28.117387
0.327740 0.212122 85.571124
0.206618 0.321515 45.440606
0.003791 0.912819 0.000000
0.690381 0.750051 31.955817
0.740027 0.881569 19.435082
0.383763 0.820614 50.723840
0.320780 0.199582 89.209792
0.374809 0.047591 40.129045
0.760819 0.327208 0.000000
0.165157 0.139082 53.884317
0.243767 0.699216 0.000000
0.738617 0.870516 20.193267
0.245218 0.547445 0.000000
0.531875 0.524427 21.238362
0.954228 0.353235 0.000000
0.714109 0.648091 33.886242
0.422498 0.880111 59.987476
0.000000 0.177084 25.944023
0.561527 0.991330 31.156487
0.317067 0.192120 87.492510
0.743394 0.542399 29.286097
0.967677 0.880111 0.016492
0.213207 0.053381 38.909820
0.968915 0.194016 0.000000
0.333773 0.311477 54.366689
0.260510 0.748582 0.000000
0.998203 0.981506 0.000000
0.326422 0.977593 0.000000
0.358204 0.101689 57.636599
0.814313 0.272437 0.000000
0.957225 0.861865 0.000000
0.199059 0.976186 0.000000
0.164445 0.439961 0.000000
0.422498 0.569401 31.675839
0.406198 0.450963 20.746705
0.314496 0.621930 0.000000
0.025722 0.057515 16.008137
0.421286 0.385040 27.500157
0.188109 0.942309 0.000000
0.460851 0.749534 45.966525
0.191366 0.233269 62.657752
0.666055 0.569401 44.730986
0.329082 0.169772 80.075353
0.457968 0.794710 49.614431
0.470205 0.701499 41.272851
0.482845 0.571005 29.484078
0.604191 0.755975 22.946949
0.726829 0.318122 0.000000
0.499804 0.586805 29.338436
0.875948 0.409343 0.000000
0.924464 0.787286 0.000000
0.177153 0.233269 60.005781
0.316888 0.034056 37.196825
0.467998 0.753894 45.500848
0.688026 0.598309 39.985614
0.439487 0.642325 38.077287
0.670508 0.198779 0.000000
0.394557 0.673377 40.389514
0.683816 0.742165 32.905665
0.793528 0.082930 0.000000
0.864919 0.673286 0.000000
0.316888 0.200031 89.989657
0.590548 0.566150 16.593063
0.896936 0.749882 0.000000
0.422498 0.071550 43.954028
0.417533 0.292198 54.376039
0.673601 0.559005 43.108109
0.925733 0.912795 0.000000
0.337762 0.053672 43.250563
0.422498 0.880111 59.987476
0.867660 0.595594 0.000000
0.221980 0.963078 0.000000
0.341872 0.118578 63.610976
0.044281 0.883902 0.000000
0.588373 0.042234 15.890805
0.809145 0.119450 0.000000
0.284101 0.190607 82.766613
0.520708 0.267016 43.849888
0.293313 0.870830 0.000000
0.254086 0.048854 40.278971
0.498162 0.491601 21.655676
0.898779 0.216381 0.000000
0.262349 0.043627 39.050830
0.345525 0.445086 0.000000
0.309200 0.199722 88.450842
0.972749 0.498320 0.000000
0.920543 0.365524 0.000000
0.157892 0.614599 0.000000
0.373160 0.496297 23.718711
0.676331 0.597302 42.033581
0.316888 0.200031 89.989657
0.402168 0.745289 47.094085
0.519408 0.071965 32.436291
0.874586 0.184582 0.000000
0.301846 0.084764 53.207808
0.409844 0.916870 55.830800
0.028473 0.194104 32.047922
0.422498 0.200031 68.794344
0.990913 0.809753 0.000000
0.087202 0.762637 0.000000
0.478093 0.221625 56.906522
0.219450 0.840161 0.000000
0.316888 0.200031 89.989657
0.228999 0.316573 48.920510
0.241583 0.385821 28.968010
0.264083 0.148420 70.458209
0.163845 0.361225 30.195436
0.156086 0.184306 57.321510
0.856535 0.118606 0.000000
0.952551 0.211966 0.000000
0.477412 0.308549 42.755905
0.275190 0.333335 46.753986
0.128225 0.118473 44.080594
0.238353 0.984883 0.000000
0.666055 0.500000 40.394653
0.680767 0.483661 38.484552
0.320995 0.861843 0.000000
0.656136 0.358863 0.000000
0.188301 0.219140 63.466233
0.195643 0.096147 48.951434
0.540174 0.731071 33.418459
0.461462 0.889195 52.392548
0.698295 0.760409 30.660975
0.462615 0.464579 21.325270
0.367979 0.555422 28.561276
0.065845 0.787197 0.000000
0.058393 0.105295 29.974263
0.506131 1.000000 40.419181
