# gen=50 CA size=72
# x0..x(D-1) consensus
0.175442 0.841677 52.700496
0.650596 0.595043 89.750362
0.152083 0.835022 73.103332
0.652565 0.635887 68.183039
0.649775 0.965636 29.163643
0.821821 0.944169 29.163643
0.177143 0.800517 81.486475
0.170659 0.814680 88.311204
0.655903 0.799151 29.163643
0.634633 0.470992 36.173853
0.806162 0.979200 25.461990
0.648712 0.581549 87.837247
0.654441 0.760739 29.163643
0.179336 0.664227 25.835983
0.132803 0.949094 25.835983
0.149184 0.856912 73.397439
0.166702 0.933187 25.835983
0.851872 0.954974 25.461990
0.660121 0.701027 36.930842
0.981108 0.366009 21.949214
0.644548 0.558659 78.010716
0.897889 0.965089 25.461990
0.920260 1.000000 25.461990
1.000000 1.000000 25.461990
1.000000 0.954846 25.461990
0.877822 0.908956 29.163643
0.948674 0.959251 25.461990
1.000000 0.901534 25.461990
0.203341 0.615131 25.835983
0.873743 1.000000 25.461990
0.806532 0.891031 25.461990
0.837809 1.000000 25.461990
0.142645 0.063865 28.489848
0.118453 1.000000 25.835983
0.910911 0.900311 29.149213
0.161590 0.724684 25.835983
0.976623 0.160972 29.163643
0.967765 1.000000 25.461990
0.654050 0.645792 62.901394
0.648972 0.440283 29.163643
0.196176 0.742991 33.753736
0.074814 0.064831 28.489848
0.642503 0.379847 29.163643
0.139077 0.876007 53.732419
0.699059 0.952681 29.163643
0.199415 0.590525 25.835983
0.142478 0.990937 25.835983
0.847283 0.885479 25.461990
0.208615 0.676996 25.835983
0.207031 0.059820 28.489848
0.976441 0.094589 29.163643
0.642314 0.343893 23.025462
0.010600 0.066886 28.489848
0.658473 0.821950 27.861239
0.726828 0.940624 29.163643
0.967490 0.922912 25.461990
0.912449 0.931099 25.461990
0.189579 0.763640 53.114820
0.897453 0.899900 29.163643
0.188923 0.707043 25.835983
0.172839 0.761547 27.217070
0.654050 0.613027 81.780350
0.160084 0.962890 25.835983
0.639997 0.507240 47.707441
0.213661 0.644731 25.835983
0.123355 0.912922 26.892922
0.842640 0.930494 29.163643
0.280643 0.060113 22.916031
0.949929 0.878564 25.461990
0.140395 0.799483 21.605273
0.210660 0.540583 20.100205
0.661162 0.532838 22.107966
