# gen=50 OSA snapshot
# x0..xd fitness
0.316888 0.200031 89.989657
0.325283 0.196709 88.017613
0.422498 0.880111 59.987476
0.410022 0.827825 54.657144
0.409821 0.893014 57.260043
0.358912 0.165674 76.198810
0.209812 0.239219 65.135905
0.324009 0.166705 79.309954
0.278107 0.131382 66.817743
0.382446 0.274183 62.973154
0.334973 0.165420 78.413776
0.391077 0.852291 53.387712
0.229367 0.213463 71.906973
0.211905 0.222026 67.780409
0.443383 0.186070 64.216324
0.396962 0.217437 72.991877
0.174974 0.150949 57.504584
0.451760 0.882113 54.320224
0.303257 0.263020 69.760661
0.249311 0.215278 75.582231
0.317940 0.185661 85.432600
0.191976 0.168587 62.994706
0.278584 0.251350 71.939345
0.296138 0.198937 85.816639
0.286647 0.203743 83.808790
0.435415 0.881039 57.496503
0.235941 0.234661 70.353746
0.359493 0.202092 81.420972
0.344607 0.186495 82.969781
0.356326 0.183201 80.447264
0.197878 0.219874 65.275562
0.323834 0.222190 82.803246
0.434186 0.921805 55.566650
0.421585 0.946156 53.964241
0.487717 0.184404 55.339957
0.388396 0.117039 59.950187
0.412870 0.867698 57.812874
0.429481 0.937502 54.585511
0.349401 0.159071 75.432807
0.370983 0.139076 67.779223
0.249970 0.202519 76.535052
0.188443 0.215833 63.715894
0.175122 0.207591 61.425783
0.382760 0.215019 75.937359
0.423173 0.818349 54.376523
0.429840 0.196177 67.287225
0.408722 0.235968 68.297583
0.241985 0.138484 65.312131
0.249631 0.251112 68.857592
0.383245 0.200031 76.677050
0.283479 0.193832 83.007108
0.305387 0.232436 79.422907
0.288239 0.226633 79.755537
0.334886 0.199505 86.384960
0.404804 0.843830 55.231184
0.299702 0.178460 82.324883
0.310263 0.173319 81.406220
0.349664 0.266583 67.815335
0.355584 0.128982 66.104473
0.321808 0.090713 55.211164
0.360331 0.219626 79.273225
0.427649 0.897569 58.114926
0.308516 0.301198 57.755050
0.322871 0.250524 73.878798
0.429904 0.862977 57.888592
0.320135 0.150965 74.383619
0.257139 0.167040 74.061871
0.369693 0.200031 79.398494
0.164542 0.259727 53.981479
0.396293 0.200031 74.056609
0.335149 0.208819 85.384454
0.366499 0.165064 75.074298
0.166173 0.216528 59.277591
0.304595 0.251946 73.287022
0.225703 0.185507 71.114028
0.304207 0.187761 85.345403
0.311719 0.217430 84.356942
0.200826 0.264761 58.887311
0.262685 0.090643 53.539427
0.393563 0.917349 53.421987
0.258626 0.180216 76.711528
0.202105 0.202736 66.930359
0.428235 0.255719 61.465547
0.298477 0.110518 61.287532
0.416145 0.216837 69.362470
0.307581 0.195437 87.631128
0.157835 0.153491 54.795012
0.228806 0.242648 67.703384
0.459114 0.212099 61.182779
0.264083 0.232683 75.145395
0.412287 0.183612 70.147837
0.347783 0.244646 74.499148
0.307426 0.209587 86.404725
0.446556 0.165586 61.753925
0.370907 0.248228 71.208485
0.331791 0.125327 66.051735
0.230204 0.196837 72.560585
0.275302 0.152337 72.685284
0.367982 0.190266 79.284693
0.430278 0.838161 55.898885
0.293729 0.192023 84.699357
0.383276 0.187377 76.078805
0.359136 0.236390 75.646822
0.271142 0.200031 80.810772
0.447535 0.146036 58.646167
0.231401 0.266595 62.726400
0.226527 0.168843 69.319916
0.164868 0.177319 58.627449
0.411843 0.255530 64.005349
0.422100 0.198339 68.867612
0.326064 0.207606 86.959638
0.439881 0.215163 64.836536
0.249398 0.190190 76.089376
0.395181 0.171164 71.798251
0.422488 0.151392 63.754471
0.302615 0.152496 74.614382
0.418486 0.929751 55.395460
0.351584 0.314260 52.981362
0.288222 0.248063 73.657883
0.425091 0.116804 55.753199
