# gen=100 OSA snapshot
# x0..xd fitness
0.316901 0.200000 90.000000
0.318525 0.200031 89.673832
0.335539 0.260751 70.310124
0.431269 0.232256 64.843679
0.276568 0.143529 70.290060
0.353090 0.186780 81.603009
0.238408 0.210109 73.912281
0.308806 0.182228 84.116051
0.298420 0.165965 78.551759
0.381326 0.264342 65.781303
0.324709 0.193408 87.381134
0.387390 0.233076 72.360644
0.247172 0.198252 75.985957
0.227360 0.200584 72.017521
0.429744 0.166750 64.990982
0.379533 0.220134 75.884796
0.288133 0.162839 76.839723
0.355053 0.141867 69.978509
0.307165 0.236832 78.118233
0.268890 0.216154 79.073797
0.316888 0.196634 88.928862
0.223899 0.182952 70.551576
0.294550 0.218171 82.680303
0.299517 0.193999 86.020844
0.292677 0.197301 85.059990
0.291975 0.248674 73.723226
0.251101 0.230557 73.594208
0.346338 0.195844 83.942538
0.337753 0.182544 83.044127
0.349532 0.207769 82.996418
0.214313 0.206929 69.280651
0.325185 0.213265 85.463036
0.300023 0.145095 72.203597
0.395041 0.151363 67.960255
0.439720 0.192995 65.235215
0.355969 0.172721 78.299811
0.414360 0.228889 68.377266
0.310292 0.129885 67.650184
0.340781 0.171920 79.859430
0.377647 0.166173 73.731380
0.267826 0.203750 80.072701
0.199055 0.208043 66.196359
0.199981 0.198374 66.514585
0.361946 0.211858 80.198771
0.274709 0.230169 77.195752
0.411568 0.191304 70.788978
0.361511 0.223351 78.361097
0.252778 0.164518 72.874251
0.257981 0.239692 72.693386
0.382058 0.197919 76.898630
0.288661 0.202636 84.267126
0.311341 0.224486 82.129012
0.300879 0.200979 86.767368
0.328485 0.201874 87.598602
0.293039 0.266423 68.327690
0.298821 0.184765 83.943226
0.309144 0.193014 87.285570
0.345121 0.237566 76.771208
0.351577 0.167153 77.440983
0.330793 0.142441 71.473717
0.340068 0.203747 85.197410
0.244331 0.244370 69.709180
0.326495 0.235856 78.428949
0.339026 0.216380 83.151112
0.281022 0.256305 70.689251
0.330446 0.170416 80.201438
0.283158 0.172720 78.987805
0.356245 0.200405 82.098042
0.238891 0.133912 63.777221
0.386455 0.208588 75.767524
0.335149 0.208819 85.384454
0.363556 0.178995 78.491182
0.209964 0.225488 67.044586
0.324780 0.227437 81.127459
0.254451 0.191473 77.168762
0.304207 0.187761 85.345403
0.316888 0.204328 88.622738
0.224429 0.218533 70.516071
0.287157 0.171847 79.233113
0.308634 0.254440 72.597902
0.279727 0.182920 80.765988
0.222266 0.190801 70.771380
0.396452 0.220494 72.745094
0.314767 0.157092 76.340029
0.395350 0.206087 74.127433
0.314322 0.199759 89.476315
0.207711 0.184823 67.547004
0.248935 0.212626 75.772072
0.445192 0.218240 63.591235
0.283161 0.206875 82.879880
0.383151 0.190335 76.344935
0.333469 0.226530 80.926072
0.308985 0.200432 88.404286
0.406690 0.175337 70.334960
0.359345 0.239774 74.741497
0.336421 0.152251 74.308914
0.261265 0.209572 78.419548
0.268452 0.194602 80.119980
0.363183 0.190299 80.206464
0.259951 0.159821 72.846141
0.292875 0.193516 84.752424
0.371482 0.184808 78.020560
0.344361 0.215129 82.679789
0.273839 0.197083 81.302614
0.405394 0.161670 68.446261
0.241009 0.237597 70.624717
0.259782 0.179490 76.802881
0.245465 0.173542 73.366443
0.379710 0.251743 69.259277
0.413304 0.204796 70.580447
0.323086 0.201700 88.645346
0.424024 0.206636 68.384462
0.260795 0.197127 78.695722
0.375874 0.181180 76.729202
0.396049 0.193736 73.981108
0.310319 0.168176 79.787780
0.419115 0.211294 69.161431
0.316832 0.252530 73.285111
0.289870 0.226556 79.956562
0.392003 0.171823 72.454434
