# x0..xd  joint_f  f_party0 .. f_party1
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
0.155510 0.270440 90.000000 90.000000 90.000000
