# gen=10 OSA snapshot
# x0..xd fitness
0.155533 0.270139 80.430570
0.523013 0.885145 69.967249
0.518897 0.845537 64.208308
0.514718 0.824255 61.016930
0.668776 0.707541 42.572655
0.550739 0.842106 61.093435
0.630468 0.759233 41.025902
0.360493 0.889614 32.305761
0.650484 0.767159 39.938251
0.420700 0.957259 44.097877
0.392187 0.757724 34.553412
0.470015 0.941938 55.231237
0.540233 0.892843 65.891891
0.604175 0.802607 34.849916
0.684379 0.648966 39.732379
0.518822 0.913799 65.769186
0.483874 0.817239 56.644443
0.523013 0.681236 40.661674
0.552303 0.885748 63.243841
0.638953 0.665098 48.904933
0.507627 0.890439 66.326269
0.633567 0.783906 38.524922
0.404210 0.732872 34.801350
0.553184 0.663715 37.388475
0.448815 0.946813 50.631206
0.576143 0.804843 53.135020
0.644386 0.681011 48.427058
0.514515 1.000000 53.371258
0.519968 0.790007 56.286227
0.533775 0.803825 58.036758
0.453379 0.915999 53.238380
0.514534 0.870967 67.139015
0.648331 0.705292 46.092102
0.441862 0.847418 50.397812
0.482326 0.976271 53.846083
0.635788 0.710752 46.232853
0.626996 0.650987 46.623087
0.523159 1.000000 53.491630
0.469585 0.690550 39.379044
0.509517 0.723230 46.489407
0.524918 0.580651 26.192771
0.491773 0.784387 53.778995
0.703878 0.835569 28.057562
0.513655 0.958276 59.265094
0.454693 0.782894 48.366155
0.676468 0.736782 39.525821
0.565467 0.967129 54.670250
0.652509 0.633593 44.608160
0.416820 0.927042 44.638141
0.364760 0.872647 33.256217
0.455946 0.892599 54.392449
0.448967 0.737655 42.694836
0.560738 0.943715 57.888960
0.735216 0.621333 28.609513
0.568081 0.681036 38.839903
0.402917 0.879128 42.127909
0.439087 0.764119 43.875938
0.492139 0.607305 29.391659
0.747388 0.714774 26.424967
0.574108 0.778193 50.598876
0.459415 1.000000 47.850727
0.408433 0.658091 27.898909
0.575092 0.733130 45.031640
0.426743 0.981151 43.743487
0.335353 0.960187 25.166491
0.589651 0.882815 54.586615
0.427712 0.729277 38.511140
0.617796 0.598137 40.891983
0.558572 1.000000 51.561402
0.633171 0.901851 26.130528
0.735169 0.675345 29.379669
0.362097 0.727463 26.339523
0.374120 0.979509 32.898471
0.681218 0.798286 34.091444
0.676350 0.602091 38.766351
0.651761 0.830501 33.379213
0.353858 0.812549 29.410857
0.674113 0.882590 26.844043
0.720887 0.769040 29.808996
0.606928 0.844460 31.049371
0.451510 0.637334 30.681524
0.468717 0.855572 56.687355
0.386765 0.802987 36.263391
0.584589 0.633482 31.091820
