# gen=0 CA size=200
# x0..x(D-1) consensus
0.870005 0.128176 81.861960
0.813474 0.153603 62.658597
0.827771 0.088716 79.140618
0.579179 0.720514 79.173524
0.050500 0.699280 31.675821
0.473401 0.794609 30.477037
0.641105 0.692752 67.014978
0.434181 0.758942 49.702363
0.493008 0.694897 52.206530
0.226067 0.255946 29.718699
0.912239 0.167635 47.297255
0.774884 0.060034 42.230964
0.385585 0.474187 29.718699
0.439300 0.333479 29.718699
0.210094 0.147041 29.718699
0.835048 0.120295 87.603200
0.380361 0.769551 39.653504
0.277177 0.875491 31.675821
0.883799 0.155217 66.495787
0.089259 0.954839 31.675821
0.061128 0.092067 40.413402
0.523197 0.719796 87.016812
0.794179 0.106819 62.398687
0.660390 0.391807 29.718699
0.801328 0.074375 59.054174
0.606678 0.281452 29.718699
0.633536 0.211098 29.718699
0.518933 0.117879 29.718699
0.691730 0.385796 29.718699
0.530866 0.684349 64.066351
0.740481 0.420718 29.718699
0.477154 0.573994 29.718699
0.504011 0.503640 29.718699
0.389408 0.410421 29.718699
0.828148 0.057252 65.025861
0.678327 0.347630 29.718699
0.887943 0.083999 67.840773
0.651473 0.166920 29.718699
0.536870 0.073701 29.718699
0.644070 0.446200 29.718699
0.483205 0.744753 67.272092
0.349734 0.525278 29.718699
0.692820 0.481122 29.718699
0.429493 0.634398 29.718699
0.341748 0.470825 29.718699
0.433586 0.474349 29.718699
0.776672 0.430194 29.718699
0.513345 0.583470 29.718699
0.540202 0.513115 29.718699
0.425599 0.419896 29.718699
0.604532 0.409488 29.718699
0.436740 0.546210 29.718699
0.525924 0.785168 35.079155
0.976882 0.332344 29.718699
0.253398 0.814934 29.718699
0.473106 0.926345 29.718699
0.419170 0.098991 29.718699
0.215421 0.692180 29.718699
0.780403 0.475067 29.718699
0.502270 0.987379 29.718699
0.798814 0.238238 29.718699
0.627856 0.830260 29.718699
0.995565 0.119046 29.718699
0.280611 0.771422 29.718699
0.414008 0.936016 29.718699
0.234099 0.991463 29.718699
0.311653 0.331803 29.718699
0.989945 0.536002 29.718699
0.436556 0.710000 34.500386
