     1.000      1.000      1.000      1.000      1.000   1661.708      8.305      0.071 
     1.000      1.000      1.000      1.200      1.000   1663.252      8.548      0.069 
     1.000      1.200      1.000      1.000      1.000   1662.172      8.169      0.082 
     1.000      1.400      1.000      1.000      1.000   1662.637      8.033      0.091 
     1.000      1.600      1.000      1.000      1.000   1663.101      7.897      0.098 
     1.000      1.800      1.000      1.000      1.000   1663.565      7.761      0.103 
     1.000      2.000      1.000      1.000      1.000   1664.030      7.625      0.106 
     1.000      2.200      1.000      1.000      1.000   1664.494      7.489      0.107 
     1.000      2.400      1.000      1.000      1.000   1664.959      7.353      0.106 
     1.000      2.600      1.000      1.000      1.000   1665.423      7.217      0.104 
     1.000      2.600      2.800      1.000      1.000   1673.647      6.619      0.241 
     1.000      2.600      3.000      1.000      1.000   1674.561      6.415      0.256 
     1.000      2.800      1.000      1.000      1.000   1665.887      7.081      0.099 
     1.000      2.800      2.600      1.000      1.000   1673.198      6.659      0.229 
     1.000      2.800      2.800      1.000      1.000   1674.111      6.483      0.245 
     1.000      2.800      3.000      1.000      1.000   1675.025      6.279      0.261 
     1.000      3.000      1.000      1.000      1.000   1666.352      6.945      0.093 
     1.000      3.000      1.000      1.200      1.000   1667.896      7.333      0.086 
     1.000      3.000      1.000      1.400      1.000   1669.440      7.736      0.081 
     1.000      3.000      1.000      1.600      1.000   1670.985      8.153      0.076 
     1.000      3.000      2.000      1.000      1.000   1670.921      6.888      0.178 
     1.000      3.000      2.200      1.000      1.000   1671.834      6.794      0.195 
     1.000      3.000      2.400      1.000      1.000   1672.748      6.672      0.213 
     1.000      3.000      2.600      1.000      1.000   1673.662      6.523      0.230 
     1.000      3.000      2.800      1.000      1.000   1674.576      6.347      0.247 
     1.000      3.000      3.000      1.000      1.000   1675.490      6.143      0.264 
     1.200      3.000      1.000      1.000      1.000   1666.823      7.069      0.092 
     1.200      3.000      1.000      1.200      1.000   1668.368      7.443      0.085 
     1.200      3.000      1.000      1.400      1.000   1669.912      7.831      0.080 
     1.200      3.000      1.000      1.600      1.000   1671.456      8.233      0.075 
     1.200      3.000      2.600      1.000      1.000   1674.133      6.648      0.229 
     1.200      3.000      2.800      1.000      1.000   1675.047      6.471      0.246 
     1.200      3.000      3.000      1.000      1.000   1675.961      6.267      0.263 
     1.000      1.000      1.000      1.000      1.200   1662.599      8.322      0.069 
     1.000      1.000      1.000      1.200      1.200   1664.143      8.565      0.068 
     1.000      1.200      1.000      1.000      1.200   1663.063      8.186      0.080 
     1.000      1.400      1.000      1.000      1.200   1663.528      8.050      0.089 
     1.000      1.600      1.000      1.000      1.200   1663.992      7.914      0.096 
     1.000      1.800      1.000      1.000      1.200   1664.457      7.778      0.101 
     1.000      2.000      1.000      1.000      1.200   1664.921      7.642      0.104 
     1.000      2.200      1.000      1.000      1.200   1665.385      7.506      0.105 
     1.000      2.800      2.800      1.000      1.200   1675.003      6.500      0.240 
     1.000      2.800      3.000      1.000      1.200   1675.916      6.296      0.256 
     1.000      3.000      1.000      1.000      1.200   1667.243      6.962      0.091 
     1.000      3.000      1.000      1.200      1.200   1668.787      7.351      0.085 
     1.000      3.000      1.000      1.400      1.200   1670.332      7.753      0.079 
     1.000      3.000      1.000      1.600      1.200   1671.876      8.170      0.075 
     1.000      3.000      2.000      1.000      1.200   1671.812      6.905      0.175 
     1.000      3.000      2.200      1.000      1.200   1672.726      6.811      0.192 
     1.000      3.000      2.400      1.000      1.200   1673.639      6.689      0.209 
     1.000      3.000      2.600      1.000      1.200   1674.553      6.540      0.226 
     1.000      3.000      2.800      1.000      1.200   1675.467      6.364      0.242 
     1.000      3.000      3.000      1.000      1.200   1676.381      6.160      0.259 
     1.200      3.000      1.000      1.000      1.200   1667.714      7.090      0.090 
     1.200      3.000      1.000      1.200      1.200   1669.259      7.464      0.084 
     1.200      3.000      1.000      1.400      1.200   1670.803      7.852      0.078 
     1.200      3.000      1.000      1.600      1.200   1672.347      8.254      0.074 
     1.200      3.000      2.600      1.000      1.200   1675.025      6.668      0.225 
     1.200      3.000      2.800      1.000      1.200   1675.938      6.492      0.242 
     1.200      3.000      3.000      1.000      1.200   1676.852      6.288      0.258 
     1.000      1.000      1.000      1.000      1.400   1663.490      8.339      0.068 
     1.000      1.000      1.000      1.200      1.400   1665.034      8.583      0.066 
     1.000      1.200      1.000      1.000      1.400   1663.955      8.203      0.078 
     1.000      1.400      1.000      1.000      1.400   1664.419      8.067      0.087 
     1.000      1.600      1.000      1.000      1.400   1664.883      7.931      0.094 
     1.000      1.800      1.000      1.000      1.400   1665.348      7.795      0.099 
     1.000      2.000      1.000      1.000      1.400   1665.812      7.659      0.103 
     1.000      2.800      2.800      1.000      1.400   1675.894      6.517      0.236 
     1.000      2.800      3.000      1.000      1.400   1676.808      6.313      0.251 
     1.000      3.000      1.000      1.000      1.400   1668.134      6.979      0.089 
     1.000      3.000      1.000      1.200      1.400   1669.678      7.368      0.083 
     1.000      3.000      1.000      1.400      1.400   1671.223      7.771      0.078 
     1.000      3.000      1.000      1.600      1.400   1672.767      8.188      0.073 
     1.000      3.000      2.000      1.000      1.400   1672.703      6.922      0.172 
     1.000      3.000      2.200      1.000      1.400   1673.617      6.828      0.188 
     1.000      3.000      2.400      1.000      1.400   1674.531      6.707      0.205 
     1.000      3.000      2.600      1.000      1.400   1675.444      6.558      0.221 
     1.000      3.000      2.800      1.000      1.400   1676.358      6.381      0.238 
     1.000      3.000      3.000      1.000      1.400   1677.272      6.177      0.254 
     1.200      3.000      1.000      1.000      1.400   1668.606      7.111      0.089 
     1.200      3.000      1.000      1.200      1.400   1670.150      7.485      0.082 
     1.200      3.000      1.000      1.400      1.400   1671.694      7.873      0.077 
     1.200      3.000      2.800      1.000      1.400   1676.830      6.513      0.237 
     1.200      3.000      3.000      1.000      1.400   1677.743      6.309      0.254 
     1.000      1.000      1.000      1.000      1.600   1664.381      8.356      0.066 
     1.000      1.000      1.000      1.200      1.600   1665.926      8.600      0.064 
     1.000      1.200      1.000      1.000      1.600   1664.846      8.220      0.077 
     1.000      1.400      1.000      1.000      1.600   1665.310      8.084      0.086 
     1.000      1.600      1.000      1.000      1.600   1665.775      7.948      0.093 
     1.000      1.800      1.000      1.000      1.600   1666.239      7.812      0.098 
     1.000      2.800      3.000      1.000      1.600   1677.699      6.330      0.246 
     1.000      3.000      1.000      1.000      1.600   1669.025      6.996      0.088 
     1.000      3.000      1.000      1.200      1.600   1670.570      7.385      0.081 
     1.000      3.000      1.000      1.400      1.600   1672.114      7.788      0.076 
     1.000      3.000      1.000      1.600      1.600   1673.658      8.205      0.071 
     1.000      3.000      2.000      1.000      1.600   1673.594      6.939      0.169 
     1.000      3.000      2.200      1.000      1.600   1674.508      6.845      0.185 
     1.000      3.000      2.400      1.000      1.600   1675.422      6.724      0.201 
     1.000      3.000      2.600      1.000      1.600   1676.336      6.575      0.217 
     1.000      3.000      2.800      1.000      1.600   1677.249      6.398      0.233 
     1.000      3.000      3.000      1.000      1.600   1678.163      6.194      0.250 
     1.200      3.000      1.000      1.000      1.600   1669.497      7.131      0.087 
     1.200      3.000      1.000      1.200      1.600   1671.041      7.505      0.081 
     1.200      3.000      1.000      1.400      1.600   1672.585      7.893      0.075 
     1.200      3.000      3.000      1.000      1.600   1678.635      6.329      0.249 
     1.000      1.000      1.000      1.000      1.800   1665.273      8.373      0.064 
     1.000      1.000      1.000      1.200      1.800   1666.817      8.617      0.063 
     1.000      1.200      1.000      1.000      1.800   1665.737      8.237      0.075 
     1.000      1.400      1.000      1.000      1.800   1666.201      8.102      0.084 
     1.000      1.600      1.000      1.000      1.800   1666.666      7.966      0.091 
     1.000      2.800      3.000      1.000      1.800   1678.590      6.348      0.242 
     1.000      3.000      1.000      1.000      1.800   1669.917      7.014      0.086 
     1.000      3.000      1.000      1.200      1.800   1671.461      7.402      0.080 
     1.000      3.000      1.000      1.400      1.800   1673.005      7.805      0.074 
     1.000      3.000      1.000      1.600      1.800   1674.549      8.222      0.070 
     1.000      3.000      2.200      1.000      1.800   1675.399      6.862      0.181 
     1.000      3.000      2.400      1.000      1.800   1676.313      6.741      0.197 
     1.000      3.000      2.600      1.000      1.800   1677.227      6.592      0.213 
     1.000      3.000      2.800      1.000      1.800   1678.141      6.416      0.229 
     1.000      3.000      3.000      1.000      1.800   1679.054      6.212      0.245 
     1.200      3.000      1.000      1.000      1.800   1670.388      7.152      0.085 
     1.200      3.000      1.000      1.200      1.800   1671.932      7.526      0.079 
     1.200      3.000      1.000      1.400      1.800   1673.477      7.914      0.074 
     1.000      1.000      1.000      1.000      2.000   1666.164      8.391      0.063 
     1.000      1.000      1.000      1.200      2.000   1667.708      8.634      0.061 
     1.000      1.200      1.000      1.000      2.000   1666.628      8.255      0.074 
     1.000      1.400      1.000      1.000      2.000   1667.093      8.119      0.083 
     1.000      1.600      1.000      1.000      2.000   1667.557      7.983      0.090 
     1.000      2.800      3.000      1.000      2.000   1679.481      6.365      0.237 
     1.000      3.000      1.000      1.000      2.000   1670.808      7.031      0.085 
     1.000      3.000      1.000      1.200      2.000   1672.352      7.420      0.078 
     1.000      3.000      1.000      1.400      2.000   1673.896      7.822      0.073 
     1.000      3.000      1.000      1.600      2.000   1675.441      8.239      0.068 
     1.000      3.000      2.200      1.000      2.000   1676.290      6.880      0.178 
     1.000      3.000      2.400      1.000      2.000   1677.204      6.758      0.193 
     1.000      3.000      2.600      1.000      2.000   1678.118      6.609      0.209 
     1.000      3.000      2.800      1.000      2.000   1679.032      6.433      0.224 
     1.000      3.000      3.000      1.000      2.000   1679.946      6.229      0.240 
     1.200      3.000      1.000      1.000      2.000   1671.279      7.173      0.084 
     1.200      3.000      1.000      1.200      2.000   1672.824      7.547      0.077 
     1.200      3.000      1.000      1.400      2.000   1674.368      7.935      0.072 
     1.000      1.000      1.000      1.000      2.200   1667.055      8.408      0.061 
     1.000      1.000      1.000      1.200      2.200   1668.599      8.651      0.060 
     1.000      1.200      1.000      1.000      2.200   1667.519      8.272      0.072 
     1.000      1.400      1.000      1.000      2.200   1667.984      8.136      0.081 
     1.000      2.800      3.000      1.000      2.200   1680.372      6.382      0.232 
     1.000      3.000      1.000      1.000      2.200   1671.699      7.048      0.083 
     1.000      3.000      1.000      1.200      2.200   1673.243      7.437      0.077 
     1.000      3.000      1.000      1.400      2.200   1674.788      7.840      0.071 
     1.000      3.000      1.000      1.600      2.200   1676.332      8.256      0.067 
     1.000      3.000      2.200      1.000      2.200   1677.182      6.897      0.174 
     1.000      3.000      2.400      1.000      2.200   1678.095      6.775      0.190 
     1.000      3.000      2.600      1.000      2.200   1679.009      6.626      0.205 
     1.000      3.000      2.800      1.000      2.200   1679.923      6.450      0.220 
     1.000      3.000      3.000      1.000      2.200   1680.837      6.246      0.235 
     1.200      3.000      1.000      1.000      2.200   1672.170      7.193      0.082 
     1.200      3.000      1.000      1.200      2.200   1673.715      7.567      0.076 
     1.200      3.000      1.000      1.400      2.200   1675.259      7.955      0.070 
     1.000      1.000      1.000      1.000      2.400   1667.946      8.425      0.060 
