0.200000 0.896000 2.400000 7.170240 179.865312 
0.200000 0.896000 3.200000 7.600320 179.705312 
0.200000 1.294000 1.600000 7.122240 179.919104 
0.200000 1.294000 3.200000 8.364480 179.599104 
0.200000 1.294000 4.000000 8.985600 179.439104 
0.200000 1.294000 4.800000 9.606720 179.279104 
0.200000 1.692000 1.600000 7.504320 179.862861 
0.200000 1.692000 2.400000 8.316480 179.702861 
0.200000 1.692000 4.800000 10.752960 179.222861 
0.200000 1.692000 5.600000 11.565120 179.062861 
0.200000 1.692000 6.400000 12.377280 178.902861 
0.200000 2.090000 0.800000 6.883200 179.988038 
0.200000 2.090000 6.400000 13.905600 178.868038 
0.200000 2.090000 7.200000 14.908800 178.708038 
0.200000 2.090000 8.000000 15.912000 178.548038 
0.200000 2.488000 0.800000 7.074240 179.964357 
0.200000 2.488000 8.000000 17.822400 178.524357 
0.200000 2.488000 8.800000 19.016640 178.364357 
0.200000 2.488000 9.600000 20.210880 178.204357 
0.200000 20.000000 0.000000 5.880000 180.015470 
0.496000 1.692000 6.400000 21.079680 177.950265 
0.496000 1.692000 7.200000 21.891840 177.808784 
0.496000 2.090000 6.400000 22.608000 177.736095 
0.496000 2.090000 7.200000 23.611200 177.339295 
0.496000 2.090000 8.000000 24.614400 176.942495 
0.496000 2.090000 8.800000 25.617600 176.756221 
0.496000 2.090000 9.600000 26.620800 176.742196 
0.496000 2.090000 10.400000 27.624000 176.728171 
0.496000 2.488000 8.800000 27.719040 176.400045 
0.496000 2.488000 9.600000 28.913280 176.003245 
0.496000 2.488000 10.400000 30.107520 175.786509 
0.496000 2.488000 11.200000 31.301760 175.711252 
0.496000 2.488000 12.000000 32.496000 175.635996 
0.496000 2.886000 10.400000 32.591040 175.500967 
0.496000 2.886000 11.200000 33.976320 175.104167 
0.496000 2.886000 12.000000 35.361600 174.865371 
0.496000 2.886000 12.800000 36.746880 174.745772 
0.792000 2.488000 9.600000 37.615680 174.346915 
0.792000 2.488000 10.400000 38.809920 173.893380 
0.792000 2.488000 11.200000 40.004160 173.581323 
0.792000 2.488000 12.000000 41.198400 173.269266 
0.792000 2.488000 12.800000 42.392640 172.957210 
0.792000 2.488000 13.600000 43.586880 172.645153 
0.792000 2.488000 14.400000 44.781120 172.333097 
0.792000 2.488000 17.600000 49.558080 171.084870 
0.792000 2.488000 18.400000 50.752320 170.772814 
0.792000 2.886000 11.200000 42.678720 172.810781 
0.792000 2.886000 12.000000 44.064000 172.335185 
0.792000 2.886000 12.800000 45.449280 171.978785 
0.792000 2.886000 13.600000 46.834560 171.622385 
0.792000 2.886000 14.400000 48.219840 171.265986 
0.792000 2.886000 15.200000 49.605120 170.909586 
0.792000 2.886000 16.000000 50.990400 170.553186 
0.792000 2.886000 16.800000 52.375680 170.196786 
0.792000 3.284000 13.600000 50.082240 170.847523 
0.792000 3.284000 14.400000 51.658560 170.457529 
0.792000 3.284000 15.200000 53.234880 170.067534 
1.088000 2.090000 16.800000 53.054400 170.140863 
1.088000 2.090000 17.600000 54.057600 169.653238 
1.088000 2.090000 18.400000 55.060800 169.165613 
1.088000 2.090000 19.200000 56.064000 168.677988 
1.088000 2.090000 20.800000 58.070400 167.702739 
1.088000 2.090000 21.600000 59.073600 167.215114 
1.088000 2.090000 22.400000 60.076800 166.727489 
1.088000 2.090000 23.200000 61.080000 166.239864 
1.088000 2.090000 24.000000 62.083200 165.752239 
1.088000 2.090000 24.800000 63.086400 165.264614 
1.088000 2.090000 25.600000 64.089600 164.776989 
1.088000 2.090000 26.400000 65.092800 164.289365 
