  0.000100   0.000100   1.000000 0.000554 824621.125124 131370.849898 
  0.000100   0.000100   1.200000 0.000574 696020.433927 41366.623454 
  0.000100   0.000100   1.400000 0.000596 605417.717155 0.000000 
  0.000100   0.000100   1.600000 0.000619 538516.480713 0.000000 
  0.000100   0.000100   1.800000 0.000645 487371.382210 0.000000 
  0.000100   0.000100   2.000000 0.000671 447213.595500 0.000000 
  0.000100   0.000100   2.200000 0.000698 415007.716746 0.000000 
  0.000100   0.000100   2.400000 0.000726 388730.126323 0.000000 
  0.000100   0.000100   2.600000 0.000756 366980.321289 0.000000 
  0.000100   0.000100   2.800000 0.000786 348758.731878 0.000000 
  0.000100   0.000100   3.000000 0.000816 333333.333333 0.000000 
 10.000090   0.000100   1.000000 41.231569 8.246137 131411.981467 
 10.000090   0.000100   1.200000 41.761758 6.960142 41408.285212 
 10.000090   0.000100   1.400000 42.379794 6.054123 42.279794 
 10.000090   0.000100   1.600000 43.081895 5.385116 42.981895 
 10.000090   0.000100   1.800000 43.864025 4.873670 43.764025 
 10.000090   0.000100   2.000000 44.721986 4.472096 44.621986 
 10.000090   0.000100   2.200000 45.651501 4.150040 45.551501 
 10.000090   0.000100   2.400000 46.648295 3.887266 46.548295 
 10.000090   0.000100   2.600000 47.708150 3.669770 47.608150 
 10.000090   0.000100   2.800000 48.826959 3.487556 48.726959 
 10.000090   0.000100   3.000000 50.000766 3.333303 49.900766 
 10.000090   0.200100   1.000000 41.514411 8.246137 41.414411 
 10.000090   0.200100   1.200000 42.074168 6.960142 41.974168 
 20.000080   0.000100   1.400000 84.758991 3.027076 84.658991 
 20.000080   0.000100   1.600000 86.163170 2.692572 86.063170 
 20.000080   0.000100   1.800000 87.727406 2.436847 87.627406 
 20.000080   0.000100   2.000000 89.443300 2.236059 89.343300 
 20.000080   0.000100   2.200000 91.302305 2.075030 91.202305 
 20.000080   0.000100   2.400000 93.295863 1.943643 93.195863 
 20.000080   0.000100   2.600000 95.415544 1.834894 95.315544 
 20.000080   0.000100   2.800000 97.653133 1.743787 97.553133 
 20.000080   0.000100   3.000000 100.000716 1.666660 99.900716 
 30.000070   0.000100   1.800000 131.590786 1.624567 131.490786 
 30.000070   0.000100   2.000000 134.164615 1.490709 134.064615 
 30.000070   0.000100   2.200000 136.953108 1.383356 136.853108 
 30.000070   0.000100   2.400000 139.943432 1.295764 139.843432 
 30.000070   0.000100   2.600000 143.122938 1.223265 143.022938 
 30.000070   0.000100   2.800000 146.479306 1.162526 146.379306 
 30.000070   0.000100   3.000000 150.000666 1.111109 149.900666 
 40.000060   0.000100   2.200000 182.603911 1.037518 182.503911 
 40.000060   0.000100   2.400000 186.591001 0.971824 186.491001 
 40.000060   0.000100   2.600000 190.830332 0.917449 190.730332 
 40.000060   0.000100   2.800000 195.305480 0.871896 195.205480 
 40.000060   0.000100   3.000000 200.000616 0.833332 199.900616 
 50.000050   0.000100   2.200000 228.254714 0.830015 228.154714 
 50.000050   0.000100   2.400000 233.238569 0.777459 233.138569 
 50.000050   0.000100   2.600000 238.537726 0.733960 238.437726 
 50.000050   0.000100   2.800000 244.131654 0.697517 244.031654 
 50.000050   0.000100   3.000000 250.000566 0.666666 249.900566 
 60.000040   0.000100   2.400000 279.886138 0.647883 279.786138 
 60.000040   0.000100   2.600000 286.245120 0.611633 286.145120 
 60.000040   0.000100   2.800000 292.957827 0.581264 292.857827 
 60.000040   0.000100   3.000000 300.000516 0.555555 299.900516 
 70.000030   0.000100   2.400000 326.533706 0.555329 326.433706 
 70.000030   0.000100   2.600000 333.952514 0.524257 333.852514 
 70.000030   0.000100   2.800000 341.784001 0.498227 341.684001 
 70.000030   0.000100   3.000000 350.000466 0.476190 349.900466 
 80.000020   0.000100   2.600000 381.659908 0.458725 381.559908 
 80.000020   0.000100   2.800000 390.610175 0.435948 390.510175 
 80.000020   0.000100   3.000000 400.000416 0.416667 399.900416 
 90.000010   0.000100   2.600000 429.367302 0.407756 429.267302 
 90.000010   0.000100   2.800000 439.436348 0.387510 439.336348 
 90.000010   0.000100   3.000000 450.000366 0.370370 449.900366 
100.000000   0.000100   2.600000 477.074696 0.366980 476.974696 
100.000000   0.000100   2.800000 488.262522 0.348759 488.162522 
100.000000   0.000100   3.000000 500.000316 0.333333 499.900316 
