# gen=50 mediating population
# x0..xd fitness
0.159618 0.266637 89.999972
0.221266 0.144752 87.971888
0.807979 0.005022 53.849445
0.553199 0.413408 84.999187
0.310794 0.108913 87.402288
0.850787 0.465028 30.968944
0.170917 0.941577 0.000000
0.843556 0.206050 54.325099
0.966622 0.241710 53.730184
0.430325 0.267749 61.314965
0.536832 0.790596 0.000000
0.513186 0.555572 0.000000
0.152836 0.000000 87.517009
0.736335 0.539359 24.895956
0.313040 0.268907 87.610493
0.261082 0.316857 87.075591
0.159618 0.266637 89.999972
0.989155 0.194098 54.464028
0.486335 0.632185 0.000000
0.916048 0.552677 9.806687
0.246657 0.716679 0.000000
0.000000 0.031388 87.148033
0.171126 0.313608 87.366593
0.028526 0.394810 75.564540
0.621999 0.247885 56.640122
0.219450 0.840161 0.000000
0.152724 0.244100 89.812344
0.136551 0.568716 0.000000
0.717349 0.152712 56.023949
0.206071 0.115064 87.937339
0.326221 0.962278 0.000000
0.932966 0.149448 54.975685
0.306047 0.283085 87.637766
0.974057 0.608013 9.363517
0.588632 0.045296 57.655813
0.118408 0.182723 88.187569
0.005140 0.118178 87.398126
0.978927 0.797850 22.240544
0.586186 0.541862 0.000000
0.047393 0.406681 75.657372
0.137460 0.698678 0.000000
0.621154 0.906414 0.000000
0.159618 0.266732 89.999988
0.107824 0.305774 87.598256
0.178384 0.043001 87.655742
0.521564 0.601176 0.000000
0.857688 0.827424 13.032172
0.722665 0.684534 0.000000
0.771612 0.104158 55.107709
0.395136 0.037893 53.925218
0.740027 0.881569 0.000000
0.582907 0.503415 36.291843
0.000000 0.000000 87.047486
0.567970 0.402100 77.601953
0.188493 0.142023 88.075822
0.690381 0.750051 0.000000
0.056751 0.595973 0.000000
0.108899 0.418308 69.057110
0.245218 0.547445 0.000000
0.973093 0.404543 42.125780
0.159618 0.266732 89.999988
0.714109 0.648091 0.000000
0.561527 0.991330 0.000000
0.644404 0.308242 57.285880
0.213207 0.053381 87.703722
0.759366 0.700114 0.000000
0.743394 0.542399 22.261247
0.299609 0.365612 82.113486
0.682162 0.967206 0.000000
0.968915 0.194016 54.497963
0.957225 0.861865 26.076591
0.260510 0.748582 0.000000
0.326422 0.977593 0.000000
0.224242 0.308394 87.569468
0.199059 0.976186 0.000000
0.164445 0.439961 62.729367
0.574453 0.727784 0.000000
0.954228 0.353235 46.337242
0.524452 0.151133 61.434929
0.314496 0.621930 0.000000
0.015394 0.133935 87.494783
0.149284 0.000000 87.515657
0.159618 0.266732 89.999988
0.025722 0.057515 87.342484
0.191366 0.233269 89.093381
0.809145 0.119450 54.338486
0.144588 0.839120 0.000000
0.590548 0.566150 0.000000
0.470205 0.701499 0.000000
0.013680 0.233930 87.657144
0.604191 0.755975 0.000000
0.726829 0.318122 56.739500
0.255679 0.266732 87.979119
0.875948 0.409343 37.871221
0.000000 0.484290 48.873376
0.177153 0.233269 89.489916
0.739787 0.746217 0.000000
0.467998 0.753894 0.000000
0.688026 0.598309 0.000000
0.149192 0.268701 89.912134
0.670508 0.198779 56.655402
0.359808 0.312154 57.298999
0.553199 0.413408 84.999187
0.793528 0.082930 54.503190
0.421286 0.385040 62.663161
0.553199 0.413408 84.999187
0.796294 0.780425 0.000000
0.896936 0.749882 14.949905
0.776866 0.423625 54.775509
0.673601 0.559005 15.292262
0.003481 0.963261 0.000000
0.925733 0.912795 24.215521
0.136146 0.185126 88.572921
0.972749 0.498320 22.161018
0.221980 0.963078 0.000000
0.044281 0.883902 0.000000
0.560194 0.811522 0.000000
0.588373 0.042234 57.748956
0.162944 0.266637 89.991644
0.520708 0.267016 64.935576
0.293313 0.870830 0.000000
0.254086 0.048854 87.498535
0.596274 0.373675 67.694491
0.551354 0.259448 64.976475
0.827653 0.885230 9.793193
0.661279 0.151436 56.410342
0.235954 0.000000 87.409208
0.104031 0.000000 87.450403
0.642345 0.012141 55.262212
0.493128 0.155415 61.018694
0.676331 0.597302 0.000000
0.402168 0.745289 0.000000
0.049837 0.109008 87.677013
0.898779 0.216381 54.223835
0.132715 0.493224 31.172937
0.973093 0.936414 39.998369
0.595305 0.690666 0.000000
0.200324 0.299762 87.975233
0.010280 0.000000 87.135986
0.990913 0.809753 22.859992
0.392435 0.901035 0.000000
0.477412 0.308549 64.501728
0.452321 0.643509 0.000000
0.228999 0.316573 87.267302
0.395508 0.947257 0.000000
0.924464 0.787286 18.827865
0.874586 0.184582 54.540842
0.241583 0.385821 78.486566
0.176911 0.210752 89.039868
0.163845 0.361225 82.502425
0.156086 0.184306 88.646987
0.005113 0.968471 0.000000
0.498162 0.491601 44.582010
0.204142 0.441664 59.727292
0.952551 0.211966 54.274202
0.461462 0.889195 0.000000
0.599661 0.027676 56.255348
0.351419 0.508667 21.061881
0.938294 0.372156 46.233592
0.175922 0.389436 77.504917
0.320995 0.861843 0.000000
0.290951 0.232223 87.743708
0.161757 0.265778 89.996414
0.195643 0.096147 87.908654
0.146652 0.788400 0.000000
0.802346 0.724676 0.000000
0.865574 0.553150 6.463394
0.462615 0.464579 59.770093
0.199867 0.142479 88.056337
0.367979 0.555422 0.000000
0.065845 0.787197 0.000000
0.512701 0.934659 0.000000
0.434549 0.943767 0.000000
0.858164 0.402296 39.718615
0.093498 0.028651 87.550189
0.163845 0.382095 80.680057
0.088493 0.722466 0.000000
0.517562 0.549812 0.000000
0.543492 0.635454 0.000000
0.934067 0.717027 15.564491
0.000000 0.250009 87.488403
0.503671 0.401764 67.689143
0.965831 0.632459 12.264435
0.146340 0.265027 89.869743
0.251109 0.960081 0.000000
0.565801 0.287107 65.945664
0.433207 0.175895 59.361238
0.725906 0.303593 56.650894
0.915823 0.735725 15.304329
0.672262 0.393466 57.614990
0.063624 0.547856 0.000000
0.165581 0.710985 0.000000
0.271049 0.033308 87.444558
0.919623 0.056101 54.677206
0.371603 0.371814 58.598438
0.834348 0.193857 54.389224
0.157295 0.266637 89.995900
0.787133 0.260657 55.458574
0.884120 0.348104 46.761409
0.273814 0.962099 0.000000
0.399376 0.076235 54.790624
0.380238 0.178415 56.473980
0.961131 0.070399 54.667747
0.598403 0.538284 0.000000
0.593401 0.503644 35.816378
0.907773 0.929166 21.037557
0.575284 0.496467 42.625905
0.667001 0.986160 0.000000
0.165039 0.210726 89.179793
0.132027 0.518541 13.428714
0.694894 0.017112 55.362248
0.992976 0.054512 54.587761
0.210244 0.000000 87.462354
0.073124 0.483385 37.486874
0.151468 0.266870 89.949982
