# gen=300 mediating population
# x0..xd fitness
0.159740 0.266769 90.000000
0.124236 0.478527 48.559188
0.162944 0.413492 72.794977
0.929772 0.016196 54.652390
0.159740 0.266769 90.000000
0.563000 0.769368 0.000000
0.306792 0.144443 87.479307
0.851064 0.441171 35.915639
0.159740 0.266769 90.000000
0.313125 0.242548 87.617901
0.075332 0.127377 87.816589
0.879132 0.317841 50.338951
0.461210 0.194723 61.148785
0.553323 0.413492 85.000000
0.669694 0.207560 56.723877
0.112479 0.099355 87.883009
0.000000 0.314523 86.901679
0.939177 0.170834 54.697413
0.641702 0.088653 55.851230
0.159740 0.266769 90.000000
0.123902 0.342668 85.200989
0.105642 0.133526 87.945162
0.653986 0.937970 0.000000
0.262790 0.873849 0.000000
0.219298 0.935134 0.000000
0.008406 0.828643 0.000000
0.198500 0.391254 77.213433
0.159724 0.005362 87.600300
0.225178 0.088913 87.736372
0.133673 0.018576 87.547745
0.159740 0.266769 90.000000
0.709478 0.289858 56.978616
0.000000 0.041376 87.185607
0.553323 0.413492 85.000000
0.078926 0.143265 87.873325
0.377580 0.913085 0.000000
0.152523 0.000000 87.517041
0.892299 0.724358 12.453799
0.858032 0.128702 54.545901
0.419521 0.678356 0.000000
0.705967 0.513392 32.337930
0.727480 0.628491 0.000000
0.159740 0.266769 90.000000
0.861123 0.670710 6.086743
0.902013 0.349723 46.412888
0.140801 0.360253 83.650910
0.221403 0.329347 86.099927
0.693227 0.144650 56.303908
0.413460 0.982849 0.000000
0.493368 0.833503 0.000000
0.017479 0.770946 0.000000
0.172494 0.170888 88.322410
0.810184 0.190311 54.864838
0.953359 0.788212 21.799928
0.000875 0.220249 87.562082
0.156790 0.346758 85.044611
0.705069 0.879055 0.000000
0.855700 0.685620 7.168992
0.572006 0.818061 0.000000
0.553323 0.266769 65.233348
0.159740 0.266769 90.000000
0.097836 0.036743 87.554198
0.111625 0.679711 0.000000
0.628320 0.859998 0.000000
0.159740 0.266769 90.000000
0.869116 0.235364 53.838006
0.946634 0.391046 41.850836
0.610504 0.637732 0.000000
0.444405 0.778059 0.000000
0.553323 0.413492 85.000000
0.010121 0.341736 85.423120
0.306170 0.348535 84.871378
0.159740 0.266769 90.000000
0.281870 0.657945 0.000000
0.553323 0.413492 85.000000
0.720901 0.356312 56.930168
0.159740 0.266769 90.000000
0.592682 0.221096 63.449446
0.215943 0.082801 87.736390
0.022680 0.191253 87.684089
0.935071 0.148643 54.993068
0.000000 0.000000 87.047486
0.112503 0.091390 87.804571
0.565666 0.878336 0.000000
0.946798 0.798163 21.724696
0.621049 0.389192 66.261282
0.669257 0.724411 0.000000
0.319702 0.423221 55.763480
0.163580 0.967096 0.000000
0.222697 0.127426 87.901125
0.071039 0.347805 84.175912
0.712573 0.466632 49.199819
0.137752 0.239340 89.465139
0.099334 0.818466 0.000000
0.275831 0.252953 87.864377
0.638485 0.421642 55.908517
0.658823 0.780257 0.000000
0.883348 0.509392 22.556221
0.517177 0.681044 0.000000
0.726074 0.752588 0.000000
0.945045 0.274837 52.699034
0.146809 0.694221 0.000000
0.587410 0.006594 55.689048
0.214510 0.242489 88.513938
0.861728 0.197053 54.422675
0.135967 0.166829 88.265076
0.118751 0.038060 87.652275
0.577559 0.798204 0.000000
0.296457 0.181346 87.605549
0.159740 0.266769 90.000000
0.263318 0.497953 30.787242
0.567471 0.618730 0.000000
0.534775 0.293324 66.177335
0.182650 0.252368 89.601249
0.422253 0.550246 0.000000
0.665634 0.334732 58.459578
0.938535 0.934016 25.753874
0.728210 0.445036 52.668376
0.009265 0.781998 0.000000
0.939805 0.208576 54.378240
0.121029 0.333379 86.278286
0.513425 0.020954 56.781753
0.284821 0.081701 87.533550
0.893112 0.814785 17.259743
0.174175 0.667051 0.000000
0.748770 0.129400 55.500893
0.692079 0.091589 55.967732
0.132565 0.226541 89.149760
0.009730 0.143539 87.515084
0.434905 0.350198 63.077583
0.135687 0.466175 49.270824
0.514147 0.646296 0.000000
0.583249 0.606979 0.000000
0.886117 0.578970 4.229772
0.341187 0.493929 35.531364
0.752140 0.899431 0.000000
0.178146 0.135755 88.068866
0.662714 0.707317 0.000000
0.765780 0.399528 55.746000
0.735289 0.532362 29.447424
0.911573 0.487459 19.464507
0.159740 0.266769 90.000000
1.000000 0.317085 49.523885
0.359513 0.306392 57.421340
0.557819 0.132127 60.363236
0.138106 1.000000 0.000000
0.489201 0.243829 63.305035
0.605031 0.519452 15.769537
0.000000 0.275767 87.487172
0.482998 0.451310 64.051691
0.631594 0.341818 57.114286
0.210679 0.797693 0.000000
0.733008 0.757926 0.000000
0.982343 0.898470 28.527695
0.732651 0.179627 56.069555
0.519675 0.012537 56.515911
0.642726 0.898754 0.000000
0.050883 0.090273 87.592838
0.679167 0.120662 56.180338
0.000000 0.516203 29.223088
0.211839 0.894573 0.000000
0.759770 0.011236 54.667290
0.757965 0.499197 41.634442
0.954883 0.343704 48.830336
0.347970 0.432644 56.927255
0.159740 0.266769 90.000000
0.965404 0.925902 32.413725
0.526639 0.981192 0.000000
0.417595 0.031821 54.461269
0.223485 0.164213 88.022350
0.779354 0.791649 0.000000
0.538142 0.668233 0.000000
0.839301 0.902335 11.732571
0.938260 0.181543 54.640606
0.160158 0.169501 88.457866
0.324225 0.734114 0.000000
0.417197 0.822697 0.000000
0.607981 0.264832 64.359969
0.346995 0.677244 0.000000
0.141342 0.136063 88.074957
0.582874 0.469674 58.445860
0.383808 0.384814 59.342786
0.000000 0.094855 87.283368
0.858794 0.589078 3.538773
0.159740 0.266769 90.000000
0.923428 0.518089 14.204112
0.486530 0.498841 36.189057
0.102870 0.333855 85.764847
0.427693 0.198921 59.267355
0.032464 0.399612 74.621727
0.000000 0.228485 87.479615
0.194430 0.240654 89.140785
0.354424 0.901728 0.000000
0.088957 0.135923 87.893377
0.788042 0.904316 0.000000
0.752962 0.276992 56.072885
0.539071 0.374349 71.567062
0.124835 0.401745 76.641820
0.958075 0.378902 44.344894
0.287242 0.104132 87.483450
0.522276 0.943295 0.000000
0.582799 0.870041 0.000000
0.035787 0.184827 87.735697
0.298464 0.257319 87.642627
0.320929 0.641091 0.000000
0.142313 0.125101 88.015722
0.018735 0.792329 0.000000
0.200487 0.062386 87.779550
0.058800 0.607909 0.000000
0.159740 0.266769 90.000000
0.588331 0.231180 64.156748
0.548265 0.007687 55.328374
0.140972 0.617909 0.000000
0.396735 0.239422 58.906011
0.159740 0.266769 90.000000
0.161423 0.778006 0.000000
0.757736 0.278802 55.936054
0.412560 0.992320 0.000000
0.768418 0.008669 54.708363
0.404832 0.833128 0.000000
0.301513 0.299197 87.407635
0.887786 0.451126 29.215696
0.695463 0.827711 0.000000
0.349001 0.779328 0.000000
0.159740 0.266769 90.000000
0.685682 0.400507 57.189459
0.227348 0.085241 87.717524
0.215221 0.572243 0.000000
0.968928 0.257491 53.000937
0.947526 0.040863 54.664012
0.159740 0.266769 90.000000
0.327110 0.723841 0.000000
0.826806 0.261603 52.837827
0.923279 0.403930 39.096450
0.474872 0.331864 64.863390
0.175400 0.272724 89.812436
0.515966 0.837273 0.000000
0.152067 0.677739 0.000000
0.652103 0.492894 42.074535
0.901017 0.643236 10.231686
0.159740 0.266769 90.000000
0.254738 0.188308 87.894599
0.668760 0.477200 45.164321
0.964460 0.716582 17.593563
0.552644 0.179679 62.686213
0.145021 0.080007 87.845869
0.970645 0.725909 18.442960
0.252016 0.264778 88.016406
0.632770 0.000000 55.255447
0.884131 0.157406 54.615002
0.604221 0.327983 66.159752
0.270038 0.552268 0.000000
0.211692 0.245297 88.609906
0.176589 0.809329 0.000000
0.919233 0.005383 54.629105
0.969889 0.236393 53.726303
0.233732 0.034851 87.588063
0.789183 0.897448 0.000000
0.991476 0.334638 49.516499
0.159740 0.266769 90.000000
0.303455 0.559297 0.000000
